"","PlayerName","Season","PuttingAverage","DrivingDistance","DrivingAccuracy","ScoringAvg","Scrambling","OnePutts","TwoPutts","ThreePutts","AvgOfficialWGR","ProximityToHole","GreensFringeInReg","SandSave","OfficialMoney"
"720","Nick Watney",2013,1.808,291.2,62.4,70.97,25.71,554,913,65,3.88,406,77.47,44.07,2477639
"721","Stewart Cink",2013,1.809,290,57.19,71.15,21.21,451,764,50,1.17,408,81.06,53.4,1052711
"722","Derek Ernst",2013,1.811,291.5,60.49,72.22,35.19,369,635,31,1.31,439,75.71,36.84,1330856
"723","John Huh",2013,1.811,282,68.53,71.18,31.75,578,911,64,1.78,425,75.03,52.27,1529482
"724","John Senden",2013,1.812,289.3,60.57,71.46,36.17,495,845,48,1.51,444,77.54,43.75,667026
"725","Ricky Barnes",2013,1.813,289.4,60.31,71.14,27.59,438,774,42,0.55,410,80.27,44.44,553878
"726","Steve LeBrun",2013,1.813,294.1,60.16,71.13,31.03,413,648,43,0.38,411,77.16,45.98,337156
"727","J.J. Henry",2013,1.814,284.7,64.93,71.07,38.64,498,909,38,1.07,433,76.33,43.36,761861
"728","Jim Herman",2013,1.814,299.2,62.71,71.13,35.14,343,586,49,0.63,425,78.38,42.86,490756
"729","Angel Cabrera",2013,1.816,294,56.19,71.32,32.79,472,767,52,2.29,455,74.65,36.94,1791182
"730","Ryo Ishikawa",2013,1.816,291.3,55.48,71.64,22.06,444,748,49,1.14,421,74.72,47.9,424540
"731","Lee Westwood",2013,1.816,290.3,62.59,71,41.67,474,706,44,4.44,411,75.99,55,2081731
"732","Ben Curtis",2013,1.818,274.9,60.55,72.28,27.27,379,597,38,1.02,440,78.97,42.05,372543
"733","Mark Wilson",2013,1.818,278,70.74,71.08,43.18,335,555,33,1.22,411,74.95,50.57,913729
"734","Robert Karlsson",2013,1.819,287.2,60.19,71.87,19.51,363,521,46,0.66,419,76.43,55.56,444238
"735","Bobby Gates",2013,1.823,296.2,51.59,72.2,37.29,291,490,20,0.39,455,74.07,43.62,320248
"736","Greg Owen",2013,1.823,292.8,59.76,71.41,24.39,459,747,54,0.69,415,77.66,50.43,442198
"737","Martin Kaymer",2013,1.824,288.4,61.36,71.52,30.61,372,614,44,2.77,425,77.26,45.98,882936
"738","Sean O'Hair",2013,1.824,299.7,55.66,72.18,23.19,360,600,34,0.6,458,75.52,47.67,268614
"739","Geoff Ogilvy",2013,1.826,285.1,60.94,72.28,28.57,394,570,54,1.62,438,71.58,44.34,892920
"740","Charlie Beljan",2013,1.827,295.4,59.86,71.89,30,398,661,45,1.24,441,74.95,47.42,916228
"741","Will Claxton",2013,1.827,284.9,62.8,71.73,27.87,395,683,46,0.43,427,76.63,36,206722
"742","Michael Bradley",2013,1.83,285.3,55.46,72.02,17.91,330,553,43,0.08,419,74.56,42.5,79107
"743","Lucas Glover",2013,1.833,293.7,61.62,71.94,27.45,393,693,65,0.77,420,76.48,43.12,747812
"744","Johnson Wagner",2013,1.837,278.6,58.69,72.22,27.27,395,632,42,1.03,456,74.65,45.28,801955
"745","Trevor Immelman",2013,1.838,283.6,61.19,71.72,27.54,442,743,46,0.84,429,77.38,47.92,360548
"746","Kyle Stanley",2013,1.841,298.1,59.54,72.1,26.67,448,752,66,1.78,422,77.57,38.18,1462943
"747","Eric Meierdierks",2013,1.844,301.9,57.5,72.02,28.21,272,503,42,NA,438,79.08,48.78,58028
"748","Nicolas Colsaerts",2013,1.855,305.7,53.8,72.06,28.57,272,528,36,2.28,411,81.07,33.33,720163
"749","Vijay Singh",2013,1.888,288.1,62.31,71.57,33.33,344,685,55,0.96,397,76.56,48.6,309351
"750","Rory McIlroy",2014,1.708,310.5,59.93,69.27,24.39,481,639,21,11.7,412,81.19,47.5,8280095
"751","Jordan Spieth",2014,1.717,289.7,58.79,70.34,28.13,809,890,47,4.98,433,74.69,57.64,4342748
"752","Dustin Johnson",2014,1.726,311,57.18,69.88,28,415,578,21,4.68,394,80.57,51.96,4249180
"753","Adam Scott",2014,1.732,303.5,61.51,69.49,34.69,495,681,33,8.84,422,81.63,53.66,4098588
"754","Jimmy Walker",2014,1.732,301,51.67,69.98,29.87,700,973,36,4.22,438,81.18,50,5787015
"755","Ryo Ishikawa",2014,1.734,291,53.26,70.84,21.18,541,764,30,1.66,425,79.5,50.91,1380579
"756","Chris Stroud",2014,1.735,285.8,63.93,70.25,37.8,662,867,33,1.7,438,76.37,52.14,1826399
"757","Jerry Kelly",2014,1.736,277.5,66.49,70.11,33.78,593,805,27,1.44,417,73.92,50.34,1451058
"758","Bubba Watson",2014,1.737,314.3,60.47,69.97,30,510,764,26,6.98,418,76.38,41.8,6336978
"759","Ryan Palmer",2014,1.738,300.4,58.55,70.06,39.39,629,836,47,2.99,430,76.26,53.89,2924300
"760","Charl Schwartzel",2014,1.739,297.8,59.45,70.06,25.81,471,598,30,3.79,448,72.87,54.78,1997481
"761","Luke Guthrie",2014,1.744,287.6,58.99,70.52,37.89,648,818,46,0.96,430,74.11,51.11,840555
"762","J.B. Holmes",2014,1.744,308,54.71,71.23,34.38,665,823,41,2.25,453,72.26,46.55,2365204
"763","Brendon Todd",2014,1.744,280.3,64.85,70.25,35.19,818,NA,41,2.76,423,72.54,58.24,3396746
"764","Matt Jones",2014,1.745,296.3,58.5,71.04,25.76,590,844,36,2.24,463,75.66,41.83,1928154
"765","Aaron Baddeley",2014,1.746,293.8,52.29,71.14,27.37,572,685,27,0.93,469,73.9,54.41,942558
"766","Freddie Jacobson",2014,1.746,284.6,59.35,70.68,31.25,684,909,27,1.88,421,72.61,49.06,1901789
"767","K.J. Choi",2014,1.747,279.8,64.22,71.26,32.47,585,812,32,1.7,421,73.18,54.3,1677847
"768","Graeme McDowell",2014,1.747,278,69.2,70.21,26.79,456,626,21,4.46,407,76.5,53.76,2077386
"769","Greg Chalmers",2014,1.748,280.7,58.51,71.2,21.88,627,782,30,0.41,460,71.97,58.08,578979
"770","Jason Kokrak",2014,1.748,303.4,55.64,70.38,36.07,461,665,27,1.35,435,77.93,49.06,1200381
"771","Stuart Appleby",2014,1.749,278.6,60.42,70.66,39.32,674,877,42,1.43,427,74.11,53.01,1477970
"772","Troy Merritt",2014,1.749,285.2,61.43,70.82,25.35,434,647,27,0.77,404,75.19,53.19,882864
"773","Ian Poulter",2014,1.749,288.1,61.35,71.3,29.41,434,536,30,2.96,437,77.55,48.76,1616693
"774","Brian Stuard",2014,1.749,283.4,66.14,70.37,36.71,640,869,35,1.16,424,72.48,51.05,1852531
"775","Sergio Garcia",2014,1.75,294.3,62.19,69.38,44.83,424,578,26,7.66,408,74.26,56.36,4939606
"776","Morgan Hoffmann",2014,1.75,295.4,54.09,70.79,32.65,743,968,47,1.51,438,75.37,56.89,1595922
"777","Brooks Koepka",2014,1.75,307,56.91,70.23,17.07,405,566,28,2.17,408,75.51,52.33,1043114
"778","Kevin Chappell",2014,1.753,296.2,64.9,70.45,21.18,669,994,46,1.62,399,77.33,50.97,1343411
"779","Phil Mickelson",2014,1.753,292.4,58.01,70.75,32.14,545,685,38,5.59,428,74.48,61.27,2158018
"780","Kevin Na",2014,1.753,280.3,64.32,70.1,36.25,703,922,40,3.25,420,73.87,56.89,3153107
"781","Paul Casey",2014,1.754,293,60.49,70.52,17.95,395,575,25,2.09,386,76.53,48.98,877968
"782","Scott Langley",2014,1.754,281.3,61.08,70.54,34.31,679,942,36,0.98,424,76.86,55.63,1151496
"783","Ryan Moore",2014,1.754,284.7,69.92,70.31,36.67,584,868,40,2.91,408,76.85,47.79,3098262
"784","Lee Westwood",2014,1.754,292.3,61.22,71.29,32.14,416,554,31,2.82,463,74.58,49.53,1223104
"785","Tim Clark",2014,1.755,272.2,74.02,70.71,30.95,555,747,36,1.78,382,71.35,60.98,2066343
"786","Rickie Fowler",2014,1.755,297.5,59.93,70.41,26.92,646,832,35,5.78,430,77.81,51.95,4806116
"787","Brian Harman",2014,1.755,289,60.96,70.35,20.91,797,NA,37,1.97,401,75.29,51.81,2414333
"788","Matt Kuchar",2014,1.755,283.8,67.37,69.77,34.85,633,899,30,6.28,421,78.8,56.34,4695515
"789","Marc Leishman",2014,1.755,297.6,57.97,70.44,29.89,560,829,33,2.84,415,76.82,56.94,2558657
"790","Brandt Snedeker",2014,1.755,285.6,63.7,70.91,30.38,646,866,39,2.95,425,73.64,48.3,1652379
"791","Russell Henley",2014,1.756,293.7,63.67,71.67,24.49,652,938,43,2.43,443,72.38,48.1,2590493
"792","Charley Hoffman",2014,1.756,299.2,58.69,70.49,32.47,677,932,51,1.93,415,75.92,45.71,1977295
"793","Jason Bohn",2014,1.757,280,64.95,70.88,22.47,559,848,27,1.13,410,73.63,49.64,1585189
"794","William McGirt",2014,1.757,278.5,65.94,70.45,26.83,696,977,34,1.23,444,74.86,46.02,1275737
"795","Justin Rose",2014,1.757,295.1,59.92,70.18,35.29,483,691,31,7.12,416,77.29,58.16,3926767
"796","Justin Leonard",2014,1.758,270.3,65.04,71.13,32.04,597,705,24,0.74,446,69.22,60.58,807949
"797","Luke Donald",2014,1.759,278.1,62.56,71.23,26.23,422,552,25,3.31,433,73.36,51.4,1451439
"798","Martin Kaymer",2014,1.759,294.9,61.27,70.97,24.24,452,654,32,5.06,434,76.14,52.63,4532537
"799","Chris Kirk",2014,1.759,291,62.78,70.37,38.1,787,NA,49,4.03,426,75.87,57.89,4854777
"800","Ben Martin",2014,1.759,291.7,64.34,70.71,30.26,561,827,33,1.66,420,76.32,50.79,1482835
"801","Sangmoon Bae",2014,1.76,288.5,61.39,71.08,34.29,559,749,46,0.94,449,71.63,54.61,718110
"802","Zach Johnson",2014,1.76,282.2,70.51,70.22,30.12,684,994,34,4.66,400,76.29,53.25,3353417
"803","George McNeill",2014,1.76,286.1,62.22,70.38,28.57,561,793,44,1.74,417,78.69,48.18,2014357
"804","Andres Romero",2014,1.76,294.6,54.79,70.99,24.73,574,739,47,0.84,460,72.84,53.33,782184
"805","Kevin Streelman",2014,1.76,288.6,68.04,71.55,24.29,561,780,47,2.6,432,72.01,43.17,2107993
"806","Camilo Villegas",2014,1.761,292.5,59.95,70.58,28.7,678,966,55,1.39,416,80,50.72,1642124
"807","Erik Compton",2014,1.762,283.3,58.48,71.03,34.88,644,890,35,1.8,446,74.2,48.03,1796143
"808","Kevin Kisner",2014,1.762,287.8,61.43,70.65,24.14,593,886,27,0.73,427,76.65,40.31,954497
"809","Chesson Hadley",2014,1.763,290.6,57.01,71.32,15.24,598,847,48,1.62,418,78.11,46.71,1703315
"810","Bryce Molder",2014,1.763,278.7,59.49,70.99,28.26,531,748,25,0.8,411,75.54,54.62,828605
"811","David Hearn",2014,1.764,279.1,67.48,70.68,33.66,677,NA,36,1.4,421,77.33,54.88,1138323
"812","Tim Wilkinson",2014,1.764,282.4,59.51,70.77,42.71,615,815,32,0.7,439,73.46,55.07,824179
"813","Scott Brown",2014,1.765,287.2,66.55,70.71,27.91,729,996,51,1.09,431,72.4,46.36,1441724
"814","Chad Collins",2014,1.765,275.4,59.67,71.31,34.44,551,730,29,0.39,459,70.36,56.52,408433
"815","Ben Crane",2014,1.765,279,66.4,70.86,32.99,583,827,30,1.43,428,74.23,54.41,1534633
"816","Webb Simpson",2014,1.765,288.5,62.24,70.4,36.56,608,837,44,3.27,431,76.91,53.62,3539600
"817","Ernie Els",2014,1.766,291.2,53.26,71.13,32.94,589,774,43,2.56,457,77.72,48.33,1799569
"818","Matt Every",2014,1.766,286.3,56.72,70.95,31.33,632,831,48,2.26,435,76.6,51.01,2540370
"819","Tommy Gainey",2014,1.766,294,57.92,71.39,20.29,489,705,41,0.35,433,72.84,40.15,490589
"820","Jeff Overton",2014,1.766,287.5,57.36,70.45,29.49,546,759,42,0.73,442,79.11,46.56,1115467
"821","Robert Streb",2014,1.766,300,59.62,70.45,34.62,512,710,40,0.95,420,77.87,43.97,1300074
"822","Jonas Blixt",2014,1.767,286.1,56.16,71.66,32.39,448,634,20,2.31,451,73.36,59.29,1342197
"823","Keegan Bradley",2014,1.767,302.2,62.36,70.24,26.56,624,904,35,3.62,420,74.58,50.4,2828637
"824","Daniel Summerhays",2014,1.767,282.2,66.3,70.45,34.15,671,NA,39,1.5,439,75.58,42.42,1509542
"825","Ricky Barnes",2014,1.768,290.7,54.85,70.45,31.08,649,878,44,0.58,428,77.86,48.98,706854
"826","Patrick Reed",2014,1.768,292.3,55.59,70.79,36.54,657,893,47,3.62,436,76.32,58.97,4026075
"827","Wes Roach",2014,1.768,293,61.05,71.1,26.87,472,599,49,0.36,433,74.44,39.58,453616
"828","Michael Thompson",2014,1.768,289.2,62.22,71.05,31.25,536,741,45,1.18,434,77.48,50.4,932300
"829","Brian Davis",2014,1.769,278.2,67.23,71.16,38.3,690,906,51,0.97,442,69.72,56.22,842539
"830","David Lingmerth",2014,1.769,289.8,59.83,71.45,21.05,536,773,39,1.18,434,73.46,48.46,676660
"831","Pat Perez",2014,1.769,286.4,60.05,71.11,23.08,611,838,42,1.14,431,75.78,47.37,1315080
"832","John Senden",2014,1.769,288.9,64.25,70.3,34.94,674,NA,36,2.57,434,80.02,59.01,2856684
"833","David Toms",2014,1.769,275.1,75.49,70.16,32.08,427,650,27,1.06,401,73.66,44.44,801354
"834","Charles Howell III",2014,1.77,304.1,52.77,70.03,27.27,723,NA,55,1.5,437,80.13,55.32,1997044
"835","Hideki Matsuyama",2014,1.77,294.8,61.52,70.44,39.22,583,773,59,4.07,391,75.76,53.06,2837477
"836","Richard Lee",2014,1.771,285.1,61.86,71.45,30.77,600,751,37,0.09,464,69.99,56.83,618443
"837","Andrew Loupe",2014,1.771,308,50,71.15,25.27,448,591,42,0.5,455,76.29,50.44,563120
"838","Will MacKenzie",2014,1.772,290.6,64.5,70.63,18.28,573,842,41,1.35,440,75.68,49.23,1853822
"839","Jonathan Byrd",2014,1.773,288.1,61.58,70.93,27.14,496,750,33,0.66,440,73.91,43.51,617014
"840","James Driscoll",2014,1.774,284.2,52.68,71.37,20.73,512,715,33,0.43,462,72.69,55.97,371404
"841","Brendan Steele",2014,1.774,298.9,59.51,70.76,22.86,605,863,50,1.33,425,80.06,49.24,1359889
"842","Cameron Tringale",2014,1.774,282.9,63.87,70.77,27.83,757,NA,49,1.96,434,77.73,52.2,2169722
"843","Tyrone Van Aswegen",2014,1.774,290,53.54,70.94,21.74,553,801,36,0.46,400,75.3,53.78,454856
"844","Mike Weir",2014,1.774,271.2,52.76,71.91,31.73,503,625,31,0.61,454,70.08,61.95,854413
"845","Gary Woodland",2014,1.774,304.1,59.49,70.54,33.33,635,958,42,2.67,442,77.52,41.04,2734152
"846","Angel Cabrera",2014,1.776,303.7,58.4,71.04,19.67,468,709,46,2.37,429,73.53,37.17,1868559
"847","Jason Day",2014,1.776,301.2,58.72,70.19,43.18,350,491,14,6.72,423,76.4,57.3,3789574
"848","Harris English",2014,1.776,299.2,59.95,70.11,37.21,626,959,50,2.24,423,79.38,47.41,2947321
"849","Danny Lee",2014,1.776,284.2,65.05,70.68,30.88,563,817,44,0.72,433,73.28,43.59,781294
"850","Seung-Yul Noh",2014,1.777,296.5,55.02,70.68,31.13,653,931,57,1.54,427,77.23,60.28,2115233
"851","Ben Curtis",2014,1.778,279.5,64.8,71.47,34.07,513,752,32,0.58,458,71.62,47.37,625515
"852","Brad Fritsch",2014,1.778,294.4,60.24,70.58,36.17,345,483,25,0.6,423,77.67,48.91,568391
"853","Brice Garnett",2014,1.778,289.3,58.91,70.84,30.53,620,902,44,0.52,445,79.56,50.97,617804
"854","Bill Haas",2014,1.778,291.9,62.94,70.29,35.71,721,NA,51,3.46,431,79.65,62.15,2841520
"855","Henrik Stenson",2014,1.779,293.2,68.78,70.65,21.43,347,589,27,7.33,438,76.92,44.9,1894235
"856","Brian Gay",2014,1.78,271.6,61.99,71.38,36.47,627,736,42,0.52,443,68.32,59.18,605368
"857","Hunter Mahan",2014,1.78,295.8,65.1,71.07,34.57,582,898,37,4.03,439,76.87,54.32,3097983
"858","Brendon de Jonge",2014,1.781,287.9,67.87,71.07,26.51,755,NA,41,1.5,428,73.77,44.66,1171395
"859","Robert Garrigus",2014,1.781,306.1,57.18,70.73,25.93,564,795,54,1.01,430,78.02,45.6,1095474
"860","Stewart Cink",2014,1.782,293.7,59.45,71.11,28.57,613,957,53,1.13,406,75.5,51.11,929165
"861","Russell Knox",2014,1.782,285.7,67.6,70.15,32.89,629,966,40,1.48,393,77.71,55.2,1513630
"862","Gonzalo Fernandez-Castano",2014,1.783,288.1,59.93,71.61,25.58,613,798,46,1.91,440,72.97,56.34,926492
"863","Y.E. Yang",2014,1.783,281.9,65.41,71.68,21.92,554,798,39,0.22,442,72.15,48.37,254525
"864","Jason Dufner",2014,1.784,285.3,63.76,71.17,22.73,352,571,36,3.35,418,76.14,53.76,1651490
"865","Roberto Castro",2014,1.785,283.9,62.95,71.97,28.4,507,770,36,1.21,437,72.57,48.55,615933
"866","Steven Bowditch",2014,1.786,298.1,55.13,71.2,28.72,677,913,68,1.31,437,76.92,53.61,1734692
"867","Jim Furyk",2014,1.787,279.3,73.18,69.79,41.18,563,817,40,7.52,384,76.35,50,5987395
"868","Billy Hurley III",2014,1.787,276.7,70.44,70.72,31.75,589,904,42,0.97,413,74.94,52.34,1145299
"869","Shawn Stefani",2014,1.787,297.7,64.17,70.72,22.73,418,621,30,1.34,428,74.77,47,1369258
"870","Graham DeLaet",2014,1.788,303.4,62.07,70.19,26.09,520,838,48,3.01,397,81.73,53.45,2616517
"871","Martin Flores",2014,1.788,296,56.71,71.13,33.33,579,884,54,0.95,435,79.02,52.31,1035446
"872","Retief Goosen",2014,1.788,288.8,55.9,70.88,34.74,636,926,42,0.84,427,77.03,59.15,826072
"873","Kevin Stadler",2014,1.788,291.6,64.28,70.72,25.81,562,973,47,2.41,414,78.97,42.75,2300306
"874","Charlie Beljan",2014,1.789,303.8,59.02,71.21,20,477,769,37,0.66,411,77.03,38.53,712651
"875","Spencer Levin",2014,1.789,280.1,64.92,70.97,32.31,402,619,27,0.37,443,74.67,52.53,277780
"876","Carl Pettersson",2014,1.789,295.5,58.79,70.55,35.16,610,962,47,1.16,429,78.69,46.91,1348393
"877","Bo Van Pelt",2014,1.789,291.3,62.83,70.87,23.53,547,883,48,1.14,392,79.78,44.78,982218
"878","Billy Horschel",2014,1.79,291.6,67.04,70.71,32.1,571,980,52,4.99,436,80.02,45.08,4814786
"879","Charlie Wi",2014,1.79,281,57.74,71.04,34.04,512,687,38,0.38,440,73.53,61.02,384795
"880","Jamie Lovemark",2014,1.792,302.4,53.94,71.03,28.57,408,623,37,0.43,442,75.44,48.51,305943
"881","Andrew Svoboda",2014,1.792,287.4,66.14,70.53,27.14,495,831,42,1.04,425,76.09,36.67,1168072
"882","Nick Watney",2014,1.792,295.8,63.97,71.03,25,507,782,52,1.63,387,76.15,37.76,913397
"883","Woody Austin",2014,1.793,278.5,61.45,71.93,26.32,418,602,31,0.47,435,73.18,38.04,292823
"884","Sean O'Hair",2014,1.793,300.5,53.73,71.17,33.33,546,792,36,0.41,446,76.39,52.5,408793
"885","Rory Sabbatini",2014,1.793,294.2,55.48,71.4,19.48,548,780,57,1.04,437,75.91,48.92,1024735
"886","Davis Love III",2014,1.794,296.3,59.04,71.36,32.47,486,753,47,0.34,427,78.34,44.04,284800
"887","Geoff Ogilvy",2014,1.795,292.5,58.51,71.54,27.4,563,810,50,1.83,441,74.43,48.63,1809632
"888","Ken Duke",2014,1.796,275.5,70.18,70.92,32.84,520,812,52,0.8,407,75.82,51.24,455589
"889","Justin Hicks",2014,1.799,285.1,73.46,70.77,31.25,618,NA,57,1.13,413,78.58,43.88,1544061
"890","John Merrick",2014,1.8,285.3,68.62,71.66,21.05,513,924,45,0.91,426,76.76,36.44,516148
"891","John Huh",2014,1.801,283.9,66.87,71.33,16.9,568,870,45,1.25,430,72.26,54.33,974042
"892","Ted Potter, Jr.",2014,1.802,278.4,69.56,71.12,50,464,710,35,0.51,410,75.08,54.7,386340
"893","Bud Cauley",2014,1.803,293.4,57.54,70.71,21.82,370,591,30,0.92,432,80.89,50.68,647886
"894","Johnson Wagner",2014,1.803,287.1,56.95,71.31,22.73,433,693,27,0.5,439,76.74,42.27,393728
"895","Willy Wilcox",2014,1.803,297.3,61.4,70.53,34.21,312,536,22,0.77,427,76.9,48.53,586158
"896","Troy Matteson",2014,1.804,296.7,53.09,72.05,19.44,388,605,35,0.25,444,76.05,50.57,387796
"897","Scott Stallings",2014,1.804,300.4,56.04,71.96,20.9,506,796,45,1.38,418,75.08,44.72,1385688
"898","Bronson La'Cassie",2014,1.805,284.9,59.76,71.64,29.55,336,473,29,0.3,448,75,51.11,160632
"899","Josh Teater",2014,1.805,294.6,61.22,71.24,31.82,577,947,43,0.4,430,76.27,52.17,366240
"900","Trevor Immelman",2014,1.807,291.8,58.5,71.54,28.77,515,860,47,0.51,456,77.68,50.35,447516
"901","Martin Laird",2014,1.807,297.2,61.26,71.24,28.79,388,680,31,1.14,445,78.42,45.36,583662
"902","Jim Herman",2014,1.811,294.7,62.18,71.34,17.39,370,622,37,0.47,421,74.95,40.91,187336
"903","D.A. Points",2014,1.812,284.5,62.56,72.29,30.49,484,780,43,0.99,436,73.91,52.07,364652
"904","Heath Slocum",2014,1.812,277.8,72.41,70.59,50.91,464,721,48,0.56,404,74.64,59.18,566166
"905","James Hahn",2014,1.813,289.6,60.83,71.23,24.32,524,851,46,0.63,425,74.74,48.85,735259
"906","D.H. Lee",2014,1.814,276.2,66.47,72.12,30,352,510,27,0.29,457,67.97,50.89,138642
"907","Louis Oosthuizen",2014,1.815,300.5,60.9,71.57,33.33,307,478,36,2.3,424,77.49,44.12,946134
"908","Jim Renner",2014,1.815,288.2,56.5,72.24,22.97,379,625,42,0.52,423,76.99,38.83,763978
"909","Chad Campbell",2014,1.816,287.8,65.36,70.26,30.77,320,592,33,0.52,396,84.06,49.25,470797
"910","Michael Putnam",2014,1.816,293,61.08,70.9,20,679,NA,69,1,440,77.88,49.7,818798
"911","Vijay Singh",2014,1.816,289.7,60.66,71.07,22.86,560,864,53,0.88,419,75.82,61.36,989027
"912","Hudson Swafford",2014,1.819,297.5,64.28,71.11,20.37,431,787,42,0.46,423,77.24,43.27,513883
"913","Jeff Maggert",2014,1.823,276.6,68.83,71.61,21.74,359,570,38,0.63,411,71.68,50.59,360156
"914","John Rollins",2014,1.823,290.1,59.8,71.89,26.32,491,897,40,0.43,434,76.95,44.8,289756
"915","Jhonattan Vegas",2014,1.824,304.8,61.16,70.77,19.35,480,809,54,0.71,456,78.94,43.69,751762
"916","Briny Baird",2014,1.825,281.6,63.7,71.6,35.48,338,518,35,0.29,431,71.62,51.76,616315
"917","J.J. Henry",2014,1.825,290.7,64.39,70.92,27.17,517,989,48,0.57,440,79,36.78,554614
"918","Robert Allenby",2014,1.826,284.9,61.47,70.88,31.75,537,843,65,0.43,415,78.53,47.79,514288
"919","Derek Ernst",2014,1.826,297,64.41,72.26,25.88,491,806,57,0.54,463,72.01,38.53,305653
"920","John Peterson",2014,1.826,288.1,64,71.48,28.57,383,648,37,0.74,412,73.27,36.08,238229
"921","Nicholas Thompson",2014,1.833,287,67.08,71.74,18.31,508,875,65,0.87,422,76.19,44.44,713377
"922","Kevin Tway",2014,1.837,294.5,58.95,71.95,29.31,375,655,40,0.35,454,77.33,34.07,167278
"923","Mark Wilson",2014,1.838,279.6,67,71.72,26.76,424,694,39,0.37,425,71.99,52.53,155312
"924","Kyle Stanley",2014,1.841,297.5,61.26,71.76,30,512,882,80,0.69,411,73.52,44.14,473580
"925","Boo Weekley",2014,1.842,288.3,69.57,71.6,23.33,416,813,50,1.36,422,78.06,43.48,832673
"926","Lucas Glover",2014,1.848,300.6,64.02,72.35,25.45,398,718,59,0.35,406,76.57,37.78,210166
"927","Jordan Spieth",2015,1.699,291.8,62.91,69.09,38.81,701,816,37,12.55,404,80.26,58.14,12030464
"928","Jason Day",2015,1.712,313.7,55.94,68.89,33.33,545,705,31,12.53,435,79.12,61.11,9403330
"929","Dustin Johnson",2015,1.715,317.7,55.53,69.82,17.07,528,720,26,6.82,414,78.65,38.6,5509466
"930","Jason Bohn",2015,1.724,277.1,71.58,69.72,28.77,694,965,29,1.68,379,76.35,46.15,2337580
"931","Daniel Summerhays",2015,1.726,284,61.79,70.14,42.86,747,NA,30,1.61,423,75.17,46.58,1633956
"932","Morgan Hoffmann",2015,1.729,296.1,54.83,70.86,36.46,634,836,33,1.49,466,74.89,48.67,1111240
"933","J.B. Holmes",2015,1.73,309.9,54.05,70.53,27.55,654,798,51,3.89,442,79.91,48.65,4037430
"934","Matt Jones",2015,1.731,296,59.7,70.43,30.16,656,814,39,2.07,472,74.93,54.04,1995553
"935","Danny Lee",2015,1.732,283.1,63.92,70.08,28.85,921,NA,55,2.82,406,77.94,61.54,3965932
"936","Patrick Reed",2015,1.732,292.9,54.78,70.13,32.29,758,956,38,3.82,436,79.13,52.24,3590566
"937","Matt Kuchar",2015,1.733,288.5,63.23,69.87,29.55,721,906,44,4.24,441,78.42,61.49,2774169
"938","Rickie Fowler",2015,1.734,296.8,62.08,70.33,26.15,531,696,32,7.86,421,76.53,55.83,5773430
"939","Zach Johnson",2015,1.735,282.6,71.21,69.67,34.33,629,891,31,5.12,414,76.86,56.25,4801487
"940","Justin Rose",2015,1.736,303.5,63.87,69.91,31.91,474,669,35,7.09,401,81.14,60.75,5462677
"941","Justin Thomas",2015,1.736,303.2,58.24,69.61,26.92,800,NA,54,1.92,416,78.93,49.64,2278563
"942","Phil Mickelson",2015,1.737,300.5,55.98,70.86,26.23,547,651,41,3.42,460,72.46,53.29,2154199
"943","Ryan Moore",2015,1.737,282.6,70.05,70.68,31.25,578,772,34,2.3,416,75.62,55.86,2642305
"944","Pat Perez",2015,1.737,284.6,65.7,70.24,30.56,691,966,43,1.36,413,77.3,52.86,1588663
"945","Kevin Na",2015,1.739,280.1,62.51,70.18,40.74,727,915,44,2.95,430,76.44,63.19,2820765
"946","Brandt Snedeker",2015,1.739,288.4,60.98,70.11,28.74,732,907,45,3.05,428,75.62,59.04,3698055
"947","Jerry Kelly",2015,1.74,277.2,70.45,69.87,42.31,612,759,38,1.33,422,72.77,48.65,1336606
"948","Hideki Matsuyama",2015,1.74,294.5,65.25,69.84,18.97,658,889,49,4.26,403,79.76,48.82,3758618
"949","Brendon Todd",2015,1.74,276.4,70.24,70.39,37.97,720,892,44,2.3,408,75.16,61.9,1809192
"950","Ricky Barnes",2015,1.741,283.3,54.1,71.27,26.74,585,771,27,0.6,437,75.13,46.92,614454
"951","Chesson Hadley",2015,1.742,290.7,56.87,71.41,27.73,762,971,59,1.09,430,75.97,49.44,1135528
"952","Jimmy Walker",2015,1.743,301.6,52.23,70.31,37.04,639,844,47,4.05,436,79.62,53.42,4521350
"953","Aaron Baddeley",2015,1.744,294.1,50.29,70.76,31.96,569,717,30,0.43,467,77.12,59.13,439925
"954","Sean O'Hair",2015,1.744,295.3,60.74,70.55,27.16,630,854,34,1.41,456,73.87,51.77,1662299
"955","Shawn Stefani",2015,1.745,296.3,62.06,70.15,23.4,651,975,41,1.52,419,77.74,45.65,1757803
"956","Sergio Garcia",2015,1.746,300,59.47,70.3,28.95,387,583,23,4.96,477,80.25,45.56,2670229
"957","Charley Hoffman",2015,1.746,298.9,58.01,70.48,32.05,686,943,42,2.88,433,79.84,50.3,4041088
"958","Ryo Ishikawa",2015,1.748,289.2,56.39,70.8,26.47,630,887,48,1.14,408,76.91,49.31,851044
"959","Ian Poulter",2015,1.748,286.7,63.58,70.75,33.33,478,626,34,2.47,428,77.33,52.54,1690586
"960","Steve Wheatcroft",2015,1.748,288.3,63.03,70.52,26.67,619,809,44,0.68,442,76.24,51.77,973023
