"","PlayerName","Season","PuttingAverage","DrivingDistance","DrivingAccuracy","ScoringAvg","Scrambling","OnePutts","TwoPutts","ThreePutts","AvgOfficialWGR","ProximityToHole","GreensFringeInReg","SandSave","OfficialMoney"
"1199","Chris Kirk",2016,1.774,285.9,62.02,70.86,32.73,626,835,47,1.9,414,73.44,57.42,1762334
"1200","Hunter Mahan",2016,1.774,294.8,57.13,72.21,29.49,438,616,35,0.64,475,74.02,52.58,230693
"1201","Cameron Smith",2016,1.774,286.3,59.21,71.74,29.82,497,700,37,1,428,72.06,55.34,477843
"1202","Hudson Swafford",2016,1.774,306.9,61.43,70.53,20.2,714,NA,56,0.87,411,80.16,49.09,1027313
"1203","Brendon Todd",2016,1.774,280.1,58.02,72.44,31.37,508,586,25,0.51,480,67.45,59.48,75772
"1204","Jason Gore",2016,1.775,289.2,63.63,71.3,19.23,519,750,48,0.64,394,76.52,42.61,416653
"1205","Justin Thomas",2016,1.775,301.3,53.94,70.72,24.74,654,NA,51,3.25,423,77.24,52.23,4126365
"1206","Ken Duke",2016,1.776,280.2,64.18,72.04,32.14,392,530,37,0.69,416,65.15,44.72,773025
"1207","Robert Garrigus",2016,1.776,303.3,53.91,70.37,31.11,436,675,44,0.84,393,81.02,39.53,1024899
"1208","Danny Lee",2016,1.776,286.6,64.05,71.31,25,643,894,62,2.48,430,76.33,56.8,1405722
"1209","Chez Reavie",2016,1.776,287.3,68.22,70.31,31.25,607,866,53,1.2,402,74.33,53.24,1086963
"1210","Dawie van der Walt",2016,1.776,290.2,56.89,71.01,19.35,459,750,35,0.4,427,79.35,38.2,301696
"1211","Brendon de Jonge",2016,1.777,287.5,59.19,71.2,23.08,544,870,27,0.44,442,75.37,52.71,415582
"1212","Billy Horschel",2016,1.777,293,60.71,71.01,30.77,476,731,41,2.02,439,78.66,49.55,1744570
"1213","Branden Grace",2016,1.778,295.6,55.14,70.78,33.33,417,625,30,4.89,420,77.66,49.45,2878867
"1214","Russell Henley",2016,1.778,295.6,63.15,70.34,24.62,508,806,33,1.42,406,80.15,56.8,1228346
"1215","Sung Kang",2016,1.778,292.4,59.36,70.76,41.38,627,884,43,0.97,457,78.06,51.41,979576
"1216","John Senden",2016,1.778,289.7,60.07,70.55,36,575,918,40,1.3,441,78.95,48.15,989840
"1217","Camilo Villegas",2016,1.778,287,52.18,71.43,28.97,572,789,42,0.46,438,76,45.32,450056
"1218","Padraig Harrington",2016,1.779,289.6,60.66,70.93,33.33,386,543,26,1.1,456,74.45,57.83,654929
"1219","Martin Laird",2016,1.779,298.5,55.14,70.64,26.74,539,812,41,1.12,431,80.03,50.91,1224679
"1220","George McNeill",2016,1.779,284.5,60.99,71.86,23.21,358,529,27,0.59,433,74.83,49.47,213894
"1221","Henrik Norlander",2016,1.779,288.1,63.39,70.66,34.55,453,707,36,0.46,413,78.11,50,290888
"1222","Charl Schwartzel",2016,1.779,296.7,56.86,70.3,35.85,486,713,46,3.71,426,79.46,51.16,2936027
"1223","Webb Simpson",2016,1.779,286.3,62.17,70.44,33.33,479,717,46,2.03,397,77.3,53.44,1450355
"1224","Blayne Barber",2016,1.78,289.6,62.37,70.73,28.13,543,834,46,0.72,419,76.58,51.46,768584
"1225","Steven Bowditch",2016,1.78,288.9,43.02,74.2,17.46,530,689,41,0.91,493,72.43,57.43,458891
"1226","Jason Dufner",2016,1.78,293.2,62.83,70.27,26.88,680,NA,66,2.28,405,79.75,45.28,2879883
"1227","Louis Oosthuizen",2016,1.78,294,61.67,70.89,31.71,363,603,30,4.06,410,80.87,53,2422078
"1228","Gary Woodland",2016,1.78,306.1,56.69,70.19,31.51,614,965,37,2.66,428,80.28,48.85,2392044
"1229","Abraham Ancer",2016,1.781,276.4,65.42,71.6,26.32,330,489,29,0.25,417,69.25,46.75,162810
"1230","Harris English",2016,1.781,299.2,55.01,70.66,24,697,977,50,2.12,430,78.55,49.32,2014282
"1231","Tony Finau",2016,1.781,312.2,52.48,70.75,39.76,661,990,43,1.84,449,78.34,46.43,1814790
"1232","Kevin Streelman",2016,1.781,289.1,64.37,71.18,25.45,532,886,43,1.37,427,76.93,40.27,1601177
"1233","Bubba Watson",2016,1.781,310.6,55.11,70.54,23.4,444,756,33,6.04,423,78.09,47.32,3492841
"1234","Emiliano Grillo",2016,1.782,294.3,66.93,70.74,25,592,956,54,3.73,418,79.55,47.74,3371705
"1235","Charley Hoffman",2016,1.782,298.2,54.8,71.07,23.64,613,896,54,2.52,416,76.52,47.97,2350239
"1236","Chesson Hadley",2016,1.783,296.5,56.58,71.37,20.48,540,815,44,0.53,425,79.78,47.14,503993
"1237","Martin Piller",2016,1.783,286.6,58.97,71.56,28.57,400,583,26,0.72,428,74.47,58.23,570739
"1238","Scott Stallings",2016,1.783,295.5,56.95,70.81,25,489,719,37,0.62,427,79.17,38.52,697433
"1239","Jhonattan Vegas",2016,1.783,304.4,56.57,70.55,25.71,620,986,56,1.95,448,80.98,46.43,2478979
"1240","Johnson Wagner",2016,1.783,289.4,61.13,70.5,23.19,566,917,42,1.02,434,80.03,45.97,1083787
"1241","Chad Collins",2016,1.784,279.3,57.41,71.32,32.18,517,742,34,0.6,446,71.79,52.42,734547
"1242","Graeme McDowell",2016,1.784,281.4,67.7,71.2,31.71,417,614,36,1.82,426,76.49,49.04,2596169
"1243","Geoff Ogilvy",2016,1.784,291.9,61.24,71.42,32.65,399,614,32,0.69,427,71.63,45.54,397595
"1244","James Hahn",2016,1.785,290.9,60.71,71.33,30.43,563,906,42,2.24,431,74.55,40.97,2367521
"1245","Francesco Molinari",2016,1.785,286.7,63.76,70.69,27.12,437,664,34,2.88,427,74.56,44.68,1083155
"1246","Boo Weekley",2016,1.785,291.5,66.98,70.69,20,566,861,50,0.88,412,76.96,42.52,991660
"1247","Sergio Garcia",2016,1.786,299.9,61.76,70.39,29.63,336,536,32,5.04,456,79.14,57.83,3242155
"1248","Brian Stuard",2016,1.786,277.7,71.07,71.02,36.84,480,653,36,1.22,404,70.88,54.35,1666014
"1249","Zac Blair",2016,1.787,275.3,69.86,71.25,26.47,695,945,47,0.73,437,70.55,48.37,903458
"1250","John Huh",2016,1.787,284.7,68.3,70.8,29.69,577,882,42,0.74,422,73.21,59.44,1007218
"1251","D.A. Points",2016,1.787,282.3,59.47,71.18,30,352,509,38,0.28,407,72.88,43.04,305250
"1252","Tyrone Van Aswegen",2016,1.787,288,52.91,71.03,35.43,729,NA,54,0.68,417,78.65,58.96,1025631
"1253","Rob Oppenheim",2016,1.788,281.2,55.28,71.4,29.41,449,642,33,0.47,421,74.54,45.61,462427
"1254","Scott Piercy",2016,1.788,297.9,59.41,70.85,30.65,552,887,50,3.15,436,75.32,52.63,2905349
"1255","Luke Donald",2016,1.789,282.9,56.69,70.88,28.07,560,849,29,2.04,423,75.47,56.16,1634514
"1256","Russell Knox",2016,1.789,285.8,68.51,70.4,26.23,610,927,50,4.24,400,79.13,50,4885906
"1257","Jason Kokrak",2016,1.79,307.4,58.41,70.6,25.42,571,961,47,1.69,421,76.17,48.7,1934250
"1258","Steve Marino",2016,1.79,292,58.46,71.29,21.13,457,709,38,0.66,446,78.24,49.56,768200
"1259","Sam Saunders",2016,1.79,291.8,59.78,71.23,24.29,459,661,36,0.56,430,75.23,47.93,510078
"1260","Brendan Steele",2016,1.79,302.2,60.29,70.89,20.9,532,930,37,1.69,427,81.1,55.96,1589265
"1261","Andres Gonzales",2016,1.791,294.7,54.55,71.33,24.69,532,816,43,0.66,429,77.95,48.65,579666
"1262","Jim Herman",2016,1.791,291.1,65.59,71.31,25,632,964,59,1.75,425,75.35,48.37,2091274
"1263","Andrew Landry",2016,1.791,294.7,65.55,70.92,24.32,345,505,20,0.37,409,71.71,44.44,373980
"1264","Will MacKenzie",2016,1.791,285.6,60.81,71.2,26.47,536,847,44,0.46,423,76.99,46.4,416032
"1265","Chad Campbell",2016,1.792,287.9,64.39,70.29,34.21,610,950,45,0.94,427,77.78,55.32,1168072
"1266","Paul Casey",2016,1.793,295.2,64.67,70.2,32.61,496,784,41,5.08,421,82.24,50.44,3885559
"1267","Jerry Kelly",2016,1.793,278.2,71.2,70.62,34,521,792,36,1.48,394,75.46,53.85,1328656
"1268","Luke List",2016,1.793,306.9,50.98,70.6,20.97,559,751,58,0.56,452,75.36,54.4,751001
"1269","Patrick Rodgers",2016,1.793,300.5,57.74,70.59,18.99,551,902,58,1.24,441,79.45,42.15,1290336
"1270","Shane Lowry",2016,1.794,298.7,61.85,71.5,19.51,359,566,35,2.92,428,74.52,47.19,1585435
"1271","Tyler Aldridge",2016,1.795,285.2,57.95,71.09,32.05,526,830,45,0.5,415,79.15,53.21,517737
"1272","Rod Pampling",2016,1.795,287.7,63.95,71.18,36.11,347,520,21,0.47,412,75.62,48.91,142433
"1273","Jim Furyk",2016,1.797,280.8,69.09,70.58,28.26,330,573,23,3.6,397,79.13,45.95,1538204
"1274","Rory Sabbatini",2016,1.797,287.6,62.18,72,25.53,379,543,39,0.51,464,73.23,48.6,150235
"1275","Brett Stegmaier",2016,1.797,295.3,60.93,70.71,36.84,554,916,41,0.73,420,79.92,41.18,1086714
"1276","Bronson Burgoon",2016,1.8,293.1,57.3,70.95,28.38,531,832,40,0.51,435,75.95,47.71,557020
"1277","Scott Pinckney",2016,1.801,296.8,63.05,71,19.72,543,906,64,0.44,442,77.97,39.84,332532
"1278","David Toms",2016,1.802,269.7,67.98,70.95,35.59,426,634,39,0.77,406,75.51,57.47,774522
"1279","Whee Kim",2016,1.804,287.6,63.48,71.29,31.88,517,829,41,0.64,453,74.35,41.98,682661
"1280","Keegan Bradley",2016,1.805,300,64.57,70.77,21.88,506,912,45,1.28,404,78.38,40.98,899984
"1281","Jeff Overton",2016,1.806,285,59.25,71.08,35.14,464,643,46,0.27,463,76.02,43.7,410245
"1282","Shawn Stefani",2016,1.809,292.1,58.4,71,41.03,574,926,48,0.64,431,76.59,51.49,698101
"1283","Harold Varner III",2016,1.809,302,59.33,71.08,26.37,610,952,71,0.92,439,78.24,43.08,1327320
"1284","Robert Streb",2016,1.81,294.7,57.48,71.26,34.33,534,905,56,1.78,425,77.96,45.93,1003362
"1285","Bill Haas",2016,1.811,289.6,62.34,70.71,28.57,549,864,43,2.87,433,78.32,50.35,2390199
"1286","Mark Wilson",2016,1.811,274.7,66.2,71.18,26.67,420,650,36,0.32,428,74.13,55,306866
"1287","Scott Langley",2016,1.812,285.7,64.81,71.24,30.43,435,652,31,0.37,476,71.8,52.73,380024
"1288","Stewart Cink",2016,1.814,296.9,58.4,70.49,30.51,368,681,37,0.66,431,83.1,43.82,437855
"1289","Greg Owen",2016,1.815,297.7,59.22,71.33,19.23,502,876,65,0.67,419,80.92,40.48,484954
"1290","Angel Cabrera",2016,1.817,294.6,58.06,72.24,21.88,417,651,40,0.35,457,73.81,42.86,277117
"1291","Rhein Gibson",2016,1.819,297.5,52.45,71.54,27.91,355,571,39,0.66,442,79.8,46.97,155577
"1292","Thomas Aiken",2016,1.825,290.5,72.36,70.94,34.38,403,723,44,0.91,414,77.59,44.05,347686
"1293","Derek Ernst",2016,1.828,294.6,60.1,71.51,29.41,382,592,40,0.2,438,77.45,48.42,190736
"1294","J.J. Henry",2016,1.842,287.3,59.33,71.88,20.29,377,762,35,0.46,460,79.64,47.73,280674
"1295","Robert Allenby",2016,1.843,282.2,55.06,72.82,20.37,314,566,35,NA,435,76.53,59.15,25271
"1296","Justin Thomas",2017,1.699,309.3,54.09,69.39,38.81,588,713,36,8.54,418,79.09,49.53,9921559
"1297","Jordan Spieth",2017,1.702,295,59.48,68.94,28.07,559,731,24,10.47,400,80.91,55.91,9433032
"1298","Jason Day",2017,1.718,306.3,53.73,70.42,26.23,500,602,34,6.58,449,78.67,54.55,2978181
"1299","Rickie Fowler",2017,1.718,300.5,63.29,69.57,32.79,563,685,34,6.55,420,79.15,67.69,6083197
"1300","Brooks Koepka",2017,1.718,310.5,54.14,70.25,29.41,587,723,38,6.03,458,74.48,48.15,5612397
"1301","Anirban Lahiri",2017,1.73,297,59.82,70.67,28.17,541,706,34,2,432,74.46,52.31,1944288
"1302","Whee Kim",2017,1.734,289.4,54.32,70.78,23.26,526,649,28,0.91,446,76.74,53.4,1125368
"1303","Graeme McDowell",2017,1.734,279,69.15,70.93,30,422,504,31,1.19,437,71.54,51.02,639770
"1304","Phil Mickelson",2017,1.734,293.5,55.05,70.39,25.3,593,790,29,3.39,433,76.95,53.33,2102599
"1305","David Lingmerth",2017,1.736,289.8,62.12,70.89,21.05,553,673,32,1.42,423,71.06,55.38,1070754
"1306","Brian Harman",2017,1.737,289.6,62.07,70.27,34.04,730,941,35,3.43,439,76.71,58.47,4396470
"1307","Cameron Smith",2017,1.737,292.6,56.26,70.71,21.79,617,798,42,1.14,430,76.05,49.18,2123216
"1308","Chris Kirk",2017,1.74,287,63.93,70.93,25.84,573,879,29,1.13,424,76.52,51.26,1216046
"1309","Jonas Blixt",2017,1.741,288.8,60.1,71.17,23.75,552,657,35,0.56,460,72.35,55.28,1408287
"1310","Camilo Villegas",2017,1.743,288.7,54.37,70.56,39.08,561,677,41,0.52,434,73.54,46.96,971420
"1311","J.T. Poston",2017,1.744,294.8,59.24,70.52,27.94,617,862,34,0.66,428,76.07,42.06,662565
"1312","Patrick Reed",2017,1.744,295.3,56.52,70.62,32.94,726,949,32,4.21,455,75.1,51.12,3055110
"1313","Zach Johnson",2017,1.746,286.8,66.54,70.65,33.77,551,719,31,2.78,423,76.32,52.5,2362968
"1314","Hideki Matsuyama",2017,1.746,302.9,57.61,69.66,29.17,522,715,43,8.94,416,81.48,50.46,8380569
"1315","Grayson Murray",2017,1.746,308.2,56.01,71.04,16.67,647,898,46,1.59,431,77.98,51.57,1468728
"1316","Wesley Bryan",2017,1.747,279.6,57.89,70.95,37.5,689,853,36,2.43,419,70.79,56.46,2495750
"1317","Cody Gribble",2017,1.747,297.2,54.77,71.39,27.66,561,770,32,0.7,461,73.43,49.61,1305554
"1318","Adam Hadwin",2017,1.747,290.7,62.85,70.62,32.47,731,903,45,2.61,433,74.27,62.15,3455012
"1319","Brian Gay",2017,1.748,278.7,65.47,70.33,27.5,590,779,19,0.79,421,73.63,54.17,942371
"1320","Dustin Johnson",2017,1.748,314.4,56.44,69.61,24.44,494,691,32,11.95,397,80.71,44.71,8732193
"1321","Carl Pettersson",2017,1.748,280.2,51.94,71.98,27.27,439,582,23,NA,457,71.03,48,164621
"1322","Brian Campbell",2017,1.75,296,58.2,71.33,39.58,377,507,23,0.38,435,71.81,57.14,237536
"1323","Luke Donald",2017,1.75,278.5,56.5,71,28.38,359,485,14,1.38,444,76.72,64.44,958850
"1324","Matt Every",2017,1.751,297.7,48.41,72.39,26.53,508,684,50,0.26,448,75.26,41.27,351411
"1325","Tom Hoge",2017,1.751,285.1,55.99,70.78,23.26,344,448,27,0.39,408,77.78,58.06,373092
"1326","Danny Lee",2017,1.751,291.1,62.72,70.82,21.05,644,904,36,1.54,428,75.74,53.68,1611331
"1327","Sam Saunders",2017,1.751,293.6,64.69,70.59,27.12,532,671,42,0.64,429,75.32,53.7,678117
"1328","Russell Henley",2017,1.752,297.6,62.79,70.09,30.26,645,966,37,2.76,437,75.71,46.36,3413876
"1329","Pat Perez",2017,1.752,290.6,61.46,70.24,40,652,872,42,3.26,449,79.58,55.26,4361400
"1330","Peter Malnati",2017,1.753,282.3,63.1,70.93,28.74,643,821,43,0.24,426,69.83,53.06,358540
"1331","Chez Reavie",2017,1.754,284.8,70.53,70,31.15,649,929,33,1.48,400,75.31,52.35,1819206
"1332","Chris Stroud",2017,1.754,286.8,65.7,70.59,22.73,422,593,35,1.06,427,75.83,45.54,1308445
"1333","Aaron Baddeley",2017,1.755,292.6,52.25,71.4,30.49,420,569,22,1.04,462,77.75,58.42,755356
"1334","Daniel Berger",2017,1.755,296.5,60.02,70.07,31.17,612,836,43,3.8,426,78.78,43.08,4287161
"1335","Soren Kjeldsen",2017,1.755,273.6,69.21,71.84,28.21,345,508,20,1.61,443,72.25,48.98,722913
"1336","Brandt Snedeker",2017,1.755,280.8,61.98,70.02,37.93,341,446,26,2.9,433,76.56,56.96,1625805
"1337","Patrick Cantlay",2017,1.756,298.9,61.47,70,32.35,327,510,18,1.97,440,79.76,51.14,2049631
"1338","Marc Leishman",2017,1.756,298.1,57.64,69.66,28.38,597,890,31,5.19,454,81.41,53.74,5866390
"1339","Trey Mullinax",2017,1.756,308.8,53.26,70.52,18.67,554,801,34,0.67,428,78.79,53.1,758140
"1340","Greg Chalmers",2017,1.757,278,59.8,71.61,29.55,540,685,30,0.49,450,69.75,50,344631
"1341","Jason Dufner",2017,1.757,294.5,63.3,70.41,28.99,578,795,55,3.13,410,79.69,43.09,3310341
"1342","Derek Fathauer",2017,1.757,286.5,55.49,71.36,23.23,540,754,32,0.66,431,76.94,44.37,898491
"1343","Jon Rahm",2017,1.758,305.8,58.61,69.64,25,591,787,55,7.88,423,79.22,60,6123247
"1344","Webb Simpson",2017,1.758,286.2,65.51,69.96,38.33,702,929,47,2.98,404,74.54,61.39,3209646
"1345","Ryan Blaum",2017,1.759,284.1,60.94,70.5,29.55,701,967,44,0.6,443,75.49,50.74,962768
"1346","Xander Schauffele",2017,1.759,306.3,57.68,70.1,26.87,630,893,47,3.16,434,78.73,52.85,4312674
"1347","Vaughn Taylor",2017,1.759,282.4,68.28,70.63,36.59,612,847,42,0.84,409,74.29,55.8,797384
"1348","Scott Brown",2017,1.76,289,63.89,70.76,24.42,673,908,38,1.3,434,73.28,52.7,1748323
"1349","Kevin Na",2017,1.76,283.6,60.46,70.29,40.68,563,768,49,2.02,406,75.87,54.2,1728350
"1350","Tim Wilkinson",2017,1.76,279.5,65.68,70.57,32.08,427,576,28,0.46,425,72.64,61.05,411459
"1351","Charley Hoffman",2017,1.761,298.3,57.72,70.43,29.55,725,NA,55,3.92,441,78.83,52.85,4161007
"1352","Martin Laird",2017,1.761,296.1,64.82,70.54,32.39,552,808,39,1.59,441,74.97,47.15,1759706
"1353","Seamus Power",2017,1.761,298.1,53.27,70.06,27.27,609,765,46,0.68,440,76.26,55.74,646180
"1354","Tag Ridings",2017,1.761,301.6,58.18,70.54,28.07,419,598,33,0.37,423,78.54,47.25,489926
"1355","Blayne Barber",2017,1.762,291.2,61.62,71.06,29.76,510,711,43,0.69,403,77.87,50.43,823082
"1356","Ricky Barnes",2017,1.762,284.9,54.32,70.9,30.93,677,933,30,0.69,440,76.5,51.05,697623
"1357","Stewart Cink",2017,1.762,295.8,54.15,70.13,33.33,626,916,43,1.16,419,81.1,39.34,1463922
"1358","Tony Finau",2017,1.764,309.2,57.53,69.86,28.57,719,NA,56,2.52,442,78.85,52,2838629
"1359","Robert Garrigus",2017,1.764,300.7,59.52,70.28,22.95,489,747,46,0.94,413,79.06,48.51,880905
"1360","J.B. Holmes",2017,1.764,306.4,49.75,71.12,29.73,523,715,42,2.32,440,75.65,42.71,1353584
"1361","Ryan Moore",2017,1.764,288,67.9,70.87,30.19,562,806,40,2.67,419,73.1,47.3,1751851
"1362","Seung-Yul Noh",2017,1.764,298.5,53.09,70.68,24.11,638,864,42,0.81,456,79.38,61.9,1080706
"1363","Charl Schwartzel",2017,1.764,298.4,53.59,70.8,29.31,440,569,24,3.43,457,73.67,58.24,2156035
"1364","Paul Casey",2017,1.765,297,63.46,69.67,35.09,594,888,42,5.38,422,79.58,38.79,3906973
"1365","Ernie Els",2017,1.765,283.6,54.48,72.4,21.43,360,483,13,0.38,449,70.41,50.55,155926
"1366","Francesco Molinari",2017,1.765,291.9,69.8,70.13,31.25,493,699,43,4.41,426,78.22,54.44,2875850
"1367","Patton Kizzire",2017,1.766,293,52.54,71.33,30.09,541,764,46,0.68,425,76.16,50,1110395
"1368","Scott Piercy",2017,1.766,295.1,59.32,70.97,18.75,430,681,38,1.67,411,76.21,38.1,1317452
"1369","Kevin Tway",2017,1.766,309.2,52.48,70.51,24.72,632,892,40,0.99,453,80.19,45.7,1472612
"1370","Smylie Kaufman",2017,1.767,304.8,54.79,71.2,20.27,501,730,37,0.91,431,79.19,48.67,784757
"1371","Brian Stuard",2017,1.767,272.3,71.49,71.41,37.5,613,867,37,0.84,408,70.82,47.1,588805
"1372","Daniel Summerhays",2017,1.767,286.9,62.69,71.2,25.56,628,931,39,1.39,442,73.35,48.84,826124
"1373","Jamie Lovemark",2017,1.769,304.5,56.54,70.29,32.29,656,931,42,1.73,466,78.1,53.22,1886971
"1374","Rory Sabbatini",2017,1.769,291.6,64.91,70.28,33.9,447,666,40,0.57,414,75.76,52.04,741616
"1375","Morgan Hoffmann",2017,1.77,293.9,60.39,70.94,31.63,642,866,51,1.01,443,73.82,54.43,1278567
"1376","Jimmy Walker",2017,1.77,295.7,55.97,71.54,19.67,439,578,36,2.58,429,75,58.41,1101161
"1377","Bud Cauley",2017,1.771,296,59.83,70.33,22.73,590,902,39,1.47,424,78.83,46.38,1553684
"1378","Michael Kim",2017,1.771,289.6,59.71,70.52,22.22,657,907,45,0.69,428,78,53.52,1018204
"1379","Rory McIlroy",2017,1.771,316.7,54.97,70.15,28.57,341,446,27,6.58,439,79.38,64.06,2430181
"1380","Justin Rose",2017,1.771,300.4,58.48,69.92,22.92,416,644,33,5.56,423,79.29,56.52,4245308
"1381","Keegan Bradley",2017,1.772,299.4,66.23,70.26,25,671,NA,54,1.58,424,79.25,48.48,1940477
"1382","Charles Howell III",2017,1.772,296.9,54.72,70.11,30.93,567,863,30,2.14,444,80.35,51.35,2606382
"1383","Billy Hurley III",2017,1.772,276.9,60.57,71.13,23.96,583,791,44,1.05,431,76.73,43.48,719579
"1384","Sung Kang",2017,1.772,296.4,59.65,70.51,26.97,712,NA,56,1.55,443,76.71,51.45,1943308
"1385","Matt Kuchar",2017,1.772,285.1,65.36,70.04,35.94,634,880,44,5.65,428,77.06,56.62,4282488
"1386","Nicholas Lindheim",2017,1.772,287.1,56.19,71.46,16.67,413,549,41,0.6,432,77.5,53.93,175106
"1387","Sean O'Hair",2017,1.772,297.2,59.91,70.87,27.78,578,830,44,1.88,441,78.13,51.43,1873856
"1388","Robert Streb",2017,1.772,294.3,57.58,70.66,31.3,674,956,48,1.3,458,77.25,45.66,1588286
"1389","Rick Lamb",2017,1.774,298,64.81,71.34,17.65,342,522,26,0.68,412,77.92,48.78,524372
"1390","Troy Merritt",2017,1.774,289.8,60.79,71.04,26.92,526,754,33,0.58,430,75.48,52.88,569682
"1391","Cameron Tringale",2017,1.775,280.9,58.15,70.98,29.35,601,834,42,0.61,451,73.29,52.94,792814
"1392","Kyle Stanley",2017,1.776,296.5,68.55,69.94,28.57,667,NA,68,2.4,400,81.71,47.73,3402105
"1393","Hudson Swafford",2017,1.776,305.1,60.27,70.53,18.18,596,969,40,1.78,416,78.47,51.53,2246090
"1394","Rafa Cabrera Bello",2017,1.777,291,60.33,71.1,24.56,404,557,29,4.3,453,71.67,52.94,1934674
"1395","K.J. Choi",2017,1.777,282.2,66.23,71.15,34.78,470,691,20,0.5,430,71.97,51.09,292715
"1396","Ryo Ishikawa",2017,1.777,288.8,51.92,71.64,22.86,406,566,23,0.82,448,75.56,48.91,319748
"1397","Adam Scott",2017,1.777,306.1,55.99,70.57,32.5,391,577,29,4.04,441,79.27,54.44,1695143
"1398","Zac Blair",2017,1.778,272.7,69.7,70.65,37.7,715,995,47,0.56,425,73.55,56.29,788352
"1399","Ben Crane",2017,1.778,278.5,67.97,70.8,33.8,543,826,34,0.51,445,74.63,54.48,618483
"1400","Matt Jones",2017,1.778,302.6,57.09,70.57,28.36,404,561,27,0.53,461,75.17,57.14,510622
"1401","Bryce Molder",2017,1.778,277,57.6,71.57,26.85,538,745,31,0.47,451,73.61,57.24,216892
"1402","Ian Poulter",2017,1.778,283.5,62.55,70.07,33.9,503,672,29,2.35,441,74.37,59.29,2098345
"1403","Ollie Schniederjans",2017,1.778,300.7,51.89,70.45,21.84,599,902,43,1.43,421,78.76,54.55,1935668
"1404","Chad Collins",2017,1.779,281.4,59.31,71.29,31.51,472,603,29,0.71,443,73.29,53.21,693743
"1405","Fabian Gomez",2017,1.779,285.1,61.81,71.19,37.74,409,612,29,0.76,457,77,51.35,332351
"1406","Mackenzie Hughes",2017,1.779,294.3,59.63,70.92,29.41,733,NA,60,1.42,461,75.86,47.02,2355553
"1407","Shane Lowry",2017,1.779,295.1,64.86,71.08,26.67,302,468,29,1.61,421,76.23,48.44,831410
"1408","D.A. Points",2017,1.779,278.1,65.83,71.31,24.14,443,725,39,0.8,423,76.52,47.47,893699
"1409","Jonathan Randolph",2017,1.779,287.2,62.67,71.38,17.65,415,595,32,0.69,442,71.37,46.08,511032
"1410","Kevin Chappell",2017,1.78,304.7,57.61,71.01,24.69,598,867,64,3.61,439,79.37,42.34,3149614
"1411","Gonzalo Fernandez-Castano",2017,1.78,292.1,53.26,70.93,37.5,434,534,28,0.18,454,72.18,47.56,258161
"1412","Lucas Glover",2017,1.78,298.1,65.31,70.16,21.92,594,935,42,1.57,415,79.3,49.33,1955822
"1413","Andres Gonzales",2017,1.78,299.2,55.75,70.48,22.86,495,681,48,0.56,433,78.44,53.68,422078
"1414","Kevin Kisner",2017,1.78,288.7,67,70.32,37.33,671,942,49,3.9,420,76.5,51.82,4766936
"1415","Russell Knox",2017,1.78,288,67.09,70.71,23.53,464,698,44,2.26,415,78.13,38.26,1643924
"1416","Luke List",2017,1.78,311.5,55.63,70.08,25.88,651,NA,64,1.17,428,79.5,46.43,1813219
"1417","Steven Alker",2017,1.781,276.9,67.54,71.03,35.85,434,650,34,0.15,407,73.11,50.96,218681
"1418","Graham DeLaet",2017,1.781,301.1,63.68,70.38,29.85,498,816,35,1.5,415,76.89,40,1603666
"1419","Kelly Kraft",2017,1.781,291.9,60.06,71.49,26.97,491,735,39,0.96,441,75.59,42.66,1638045
"1420","Sebastian Munoz",2017,1.781,296,54.45,71.14,29.17,354,480,33,0.59,446,75.07,48.72,563900
"1421","Steve Wheatcroft",2017,1.781,280.5,68.24,71.21,36.54,359,454,23,0.37,461,71.81,45.54,309517
"1422","Sergio Garcia",2017,1.782,300.9,61.08,69.92,28.57,397,599,35,6.37,434,80.85,53.15,3522476
"1423","Dominic Bozzelli",2017,1.783,294.4,56.57,71.32,28.17,473,634,35,0.95,449,73.24,43.24,868519
"1424","Emiliano Grillo",2017,1.783,293,65.29,70.92,33.33,586,872,53,2.26,417,77.35,54.48,1567014
"1425","Ben Martin",2017,1.784,291.7,63.67,70.73,29.58,541,815,44,0.87,413,77.75,52.9,850318
"1426","J.J. Spaun",2017,1.784,291.5,65.11,70.67,27.27,583,903,45,1.09,436,75.32,45.45,1122610
"1427","Bryson DeChambeau",2017,1.785,299.1,58.04,70.72,28.38,599,895,49,1.63,438,76.56,47.59,1817053
"1428","Julian Etulain",2017,1.785,293.5,63.34,70.94,32.84,440,645,35,0.38,438,75.09,42.86,448213
"1429","Richy Werenski",2017,1.786,291.2,65.92,70.54,25.49,512,769,37,0.95,417,76.51,44.74,890262
"1430","Brandon Hagy",2017,1.787,312.7,52.46,70.57,28.57,548,767,52,0.75,449,76.64,54.69,861226
"1431","Johnson Wagner",2017,1.787,288.1,63.18,71.21,24.62,419,664,38,0.65,413,77.7,51.49,685305
"1432","Louis Oosthuizen",2017,1.788,295.2,59.98,70.74,46.94,415,589,28,4.17,438,75.36,60.42,3105421
"1433","Michael Thompson",2017,1.788,284.8,61.72,71.07,20.97,403,571,24,0.64,442,70.54,58.16,568991
"1434","Harris English",2017,1.789,301.2,49.8,70.84,25.3,507,731,30,1.09,429,74.8,58.26,864959
"1435","Byeong Hun An",2017,1.79,299.9,56.76,71.38,21.13,494,702,46,1.87,452,77.44,49.24,1236089
